CODE_IRIS_2022,CODE_IRIS_2021,CODE_IRIS_2020,CODE_IRIS_2019,CODE_IRIS_2018,CODE_IRIS_2017,CODE_IRIS_2016,CODE_IRIS_2015,CODE_IRIS_2014,CODE_IRIS_2013,CODE_IRIS_2012,CODE_IRIS_2011,CODE_IRIS_2010,CODE_IRIS_2009,CODE_IRIS_2008,CODE_IRIS_1999
142000000,142000000,142000000,142000000,142000000,142000000,147570000,147570000,147570000,147570000,147570000,147570000,147570000,147570000,147570000,147570000
142810000,142810000,142810000,142810000,142810000,142810000,140040000,140040000,140040000,140040000,140040000,140040000,140040000,140040000,140040000,140040000
142810000,142810000,142810000,142810000,142810000,142810000,142350000,142350000,142350000,142350000,142350000,142350000,142350000,142350000,142350000,142350000
142810000,142810000,142810000,142810000,142810000,142810000,143820000,143820000,143820000,143820000,143820000,143820000,143820000,143820000,143820000,143820000
143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410106,143410101,143410101,143410101,143410101
143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410107,143410102,143410102,143410102,143410102
143420000,143420000,143420000,143420000,143420000,143420000,141420000,141420000,141420000,141420000,141420000,141420000,141420000,141420000,141420000,141420000
143420000,143420000,143420000,143420000,143420000,143420000,144620000,144620000,144620000,144620000,144620000,144620000,144620000,144620000,144620000,144620000
143420000,143420000,143420000,143420000,143420000,143420000,144810000,144810000,144810000,144810000,144810000,144810000,144810000,144810000,144810000,144810000
143420000,143420000,143420000,143420000,143420000,143420000,147630000,147630000,147630000,147630000,147630000,147630000,147630000,147630000,147630000,147630000
143470000,143470000,143470000,143470000,143470000,143470000,144130000,144130000,144130000,144130000,144130000,144130000,144130000,144130000,144130000,144130000
143490000,143490000,143490000,143490000,143490000,143490000,141640000,141640000,141640000,141640000,141640000,141640000,141640000,141640000,141640000,141640000
143550000,143550000,143550000,143550000,143550000,143550000,140080000,140080000,140080000,140080000,140080000,140080000,140080000,140080000,140080000,140080000
143550000,143550000,143550000,143550000,143550000,143550000,146900000,146900000,146900000,146900000,146900000,146900000,146900000,146900000,146900000,146900000
143570000,143570000,143570000,143570000,143570000,143570000,145970000,145970000,145970000,145970000,145970000,145970000,145970000,145970000,145970000,145970000
143570000,143570000,143570000,143570000,143570000,143570000,146620000,146620000,146620000,146620000,146620000,146620000,146620000,146620000,146620000,146620000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,140280000,140280000,140280000,140280000,140280000,140280000,140280000,140280000,140280000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,140290000,140290000,140290000,140290000,140290000,140290000,140290000,140290000,140290000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,140580000,140580000,140580000,140580000,140580000,140580000,140580000,140580000,140580000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,141480000,141480000,141480000,141480000,141480000,141480000,141480000,141480000,141480000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,141550000,141550000,141550000,141550000,141550000,141550000,141550000,141550000,141550000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,142100000,142100000,142100000,142100000,142100000,142100000,142100000,142100000,142100000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,142590000,142590000,142590000,142590000,142590000,142590000,142590000,142590000,142590000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,142650000,142650000,142650000,142650000,142650000,142650000,142650000,142650000,142650000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,143300000,143300000,143300000,143300000,143300000,143300000,143300000,143300000,143300000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144140000,144140000,144140000,144140000,144140000,144140000,144140000,144140000,144140000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144180000,144180000,144180000,144180000,144180000,144180000,144180000,144180000,144180000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144200000,144200000,144200000,144200000,144200000,144200000,144200000,144200000,144200000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144290000,144290000,144290000,144290000,144290000,144290000,144290000,144290000,144290000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144590000,144590000,144590000,144590000,144590000,144590000,144590000,144590000,144590000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,144710000,144710000,144710000,144710000,144710000,144710000,144710000,144710000,144710000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,145180000,145180000,145180000,145180000,145180000,145180000,145180000,145180000,145180000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,146150000,146150000,146150000,146150000,146150000,146150000,146150000,146150000,146150000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,146330000,146330000,146330000,146330000,146330000,146330000,146330000,146330000,146330000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,146340000,146340000,146340000,146340000,146340000,146340000,146340000,146340000,146340000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,146380000,146380000,146380000,146380000,146380000,146380000,146380000,146380000,146380000
143710000,143710000,143710000,143710000,143710000,143710000,143710000,146960000,146960000,146960000,146960000,146960000,146960000,146960000,146960000,146960000
144060000,144060000,144060000,144060000,144060000,144060000,141860000,141860000,141860000,141860000,141860000,141860000,141860000,141860000,141860000,141860000
144060000,144060000,144060000,144060000,144060000,144060000,142120000,142120000,142120000,142120000,142120000,142120000,142120000,142120000,142120000,142120000
144060000,144060000,144060000,144060000,144060000,144060000,145480000,145480000,145480000,145480000,145480000,145480000,145480000,145480000,145480000,145480000
144100000,144100000,144100000,144100000,144100000,144100000,140750000,140750000,140750000,140750000,140750000,140750000,140750000,140750000,140750000,140750000
144310000,144310000,144310000,144310000,144310000,144310000,140310000,140310000,140310000,140310000,140310000,140310000,140310000,140310000,140310000,140310000
144310000,144310000,144310000,144310000,144310000,144310000,141890000,141890000,141890000,141890000,141890000,141890000,141890000,141890000,141890000,141890000
144310000,144310000,144310000,144310000,144310000,144310000,142010000,142010000,142010000,142010000,142010000,142010000,142010000,142010000,142010000,142010000
144310000,144310000,144310000,144310000,144310000,144310000,142080000,142080000,142080000,142080000,142080000,142080000,142080000,142080000,142080000,142080000
144310000,144310000,144310000,144310000,144310000,144310000,143130000,143130000,143130000,143130000,143130000,143130000,143130000,143130000,143130000,143130000
144310000,144310000,144310000,144310000,144310000,144310000,143590000,143590000,143590000,143590000,143590000,143590000,143590000,143590000,143590000,143590000
144310000,144310000,144310000,144310000,144310000,144310000,143860000,143860000,143860000,143860000,143860000,143860000,143860000,143860000,143860000,143860000
144310000,144310000,144310000,144310000,144310000,144310000,143870000,143870000,143870000,143870000,143870000,143870000,143870000,143870000,143870000,143870000
144310000,144310000,144310000,144310000,144310000,144310000,144220000,144220000,144220000,144220000,144220000,144220000,144220000,144220000,144220000,144220000
144310000,144310000,144310000,144310000,144310000,144310000,144440000,144440000,144440000,144440000,144440000,144440000,144440000,144440000,144440000,144440000
144310000,144310000,144310000,144310000,144310000,144310000,144930000,144930000,144930000,144930000,144930000,144930000,144930000,144930000,144930000,144930000
144310000,144310000,144310000,144310000,144310000,144310000,146000000,146000000,146000000,146000000,146000000,146000000,146000000,146000000,146000000,146000000
144310000,144310000,144310000,144310000,144310000,144310000,147490000,147490000,147490000,147490000,147490000,147490000,147490000,147490000,147490000,147490000
144560000,144560000,144560000,144560000,144560000,144560000,141580000,141580000,141580000,141580000,141580000,141580000,141580000,141580000,141580000,141580000
144740000,144740000,144740000,144740000,144740000,144740000,144740000,144740000,141780000,141780000,141780000,141780000,141780000,141780000,141780000,141780000
144750000,144750000,144750000,144750000,144750000,144750000,143730000,143730000,143730000,143730000,143730000,143730000,143730000,143730000,143730000,143730000
144750000,144750000,144750000,144750000,144750000,144750000,144750000,144320000,144320000,144320000,144320000,144320000,144320000,144320000,144320000,144320000
144750000,144750000,144750000,144750000,144750000,144750000,147020000,147020000,147020000,147020000,147020000,147020000,147020000,147020000,147020000,147020000
144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,144820000,141490000
145140000,145140000,145140000,145140000,141850000,141850000,141850000,141850000,141850000,141850000,141850000,141850000,141850000,141850000,141850000,141850000
145270000,145270000,145270000,145270000,145270000,145270000,146080000,146080000,146080000,146080000,146080000,146080000,146080000,146080000,146080000,146080000
145380000,145380000,145380000,145380000,143390000,143390000,143390000,143390000,143390000,143390000,143390000,143390000,143390000,143390000,143390000,143390000
145380000,145380000,145380000,145380000,146910000,146910000,146910000,146910000,146910000,146910000,146910000,146910000,146910000,146910000,146910000,146910000
145430000,145430000,145430000,145430000,145430000,145430000,145430000,143560000,143560000,143560000,143560000,143560000,143560000,143560000,143560000,143560000
145430000,145430000,145430000,145430000,145430000,145430000,145430000,146700000,146700000,146700000,146700000,146700000,146700000,146700000,146700000,146700000
145540000,145540000,145540000,145540000,142940000,142940000,142940000,142940000,142940000,142940000,142940000,142940000,142940000,142940000,142940000,142940000
145700000,145700000,145700000,145700000,145700000,145700000,145700000,141540000,141540000,141540000,141540000,141540000,141540000,141540000,141540000,141540000
145700000,145700000,145700000,145700000,145700000,145700000,145700000,145990000,145990000,145990000,145990000,145990000,145990000,145990000,145990000,145990000
145700000,145700000,145700000,145700000,145700000,145700000,145700000,146470000,146470000,146470000,146470000,146470000,146470000,146470000,146470000,146470000
145700000,145700000,145700000,145700000,145700000,145700000,145700000,146930000,146930000,146930000,146930000,146930000,146930000,146930000,146930000,146930000
145760000,145760000,145760000,145760000,145760000,145760000,145760000,141050000,141050000,141050000,141050000,141050000,141050000,141050000,141050000,141050000
145760000,145760000,145760000,145760000,145760000,145760000,145760000,141530000,141530000,141530000,141530000,141530000,141530000,141530000,141530000,141530000
145760000,145760000,145760000,145760000,145760000,145760000,145760000,145830000,145830000,145830000,145830000,145830000,145830000,145830000,145830000,145830000
